Informasi nama, keahlian, jadwal, dan gaya bimbingan dosen

Nama Dosen Pembimbing	Keahlian	Jadwal Bimbingan	Gaya Bimbingan
Liliana S.T. M.Eng. Ph.D.	Computer Vision, Virtual Reality Game Development, Aritificial Intelligence.	Senin 16.00 - 18.00   Selasa 16.00 - 18.00	Liliana merupakan seorang dosen pembimbing yang tidak hanya fokus pada keperluan akademis mahasiswa bimbingan. Beliau cenderung juga membantu mahasiswa secara psikologis. Beliau siap mendengar keluh kesah mahasiswa bimbingan sekaligus memberikan solusi untuk itu.
Dr. Andi Wijaya S.Kom. M.T.	Data Science, Machine Learning, Big Data Analytics, Cloud Computing.	Jadwal Bimbingan: Rabu 14.00 - 16.00  Jumat 10.00 - 12.00	Dr. Andi sangat detail dan teliti dalam membimbing mahasiswa. Beliau selalu memastikan bahwa setiap mahasiswa memahami konsep dasar sebelum melanjutkan ke topik yang lebih kompleks. Beliau juga sangat terbuka untuk diskusi dan memberikan banyak referensi bacaan.
Prof. Budi Santoso S.T. M.Sc. Ph.D.	Network Security, Cybersecurity, Cryptography, Ethical Hacking.	Jadwal Bimbingan: Senin 09.00 - 11.00  Kamis 13.00 - 15.00	Prof. Budi dikenal sebagai dosen yang sangat disiplin dan tegas. Beliau menekankan pentingnya etika dalam penelitian dan selalu mendorong mahasiswa untuk berpikir kritis dan analitis. Beliau juga sering memberikan tantangan praktis untuk menguji pemahaman mahasiswa.
Ir. Citra Dewi M.T. Ph.D.	Software Engineering, Agile Development, Development Operational, Mobile Application Development.	Jadwal Bimbingan: Selasa 15.00 - 17.00  Jumat 14.00 - 16.00	Ir. Citra sangat mendukung dan selalu berusaha menciptakan lingkungan yang nyaman bagi mahasiswa. Beliau sering menggunakan pendekatan kolaboratif dalam bimbingan dan mendorong mahasiswa untuk bekerja dalam tim. Beliau juga sangat responsif terhadap pertanyaan dan masalah yang dihadapi mahasiswa.
Dr. Dedi Kurniawan S.T. M.Eng.	Artificial Intelligence, Natural Language Processing, Computer Vision, Robotics.	Jadwal Bimbingan: Rabu 10.00 - 12.00  Kamis 16.00 - 18.00	Dr. Dedi sangat inovatif dan selalu mendorong mahasiswa untuk berpikir out-of-the-box. Beliau sering memberikan proyek-proyek penelitian yang menantang dan relevan dengan perkembangan teknologi terkini. Beliau juga sangat mendukung pengembangan soft skills mahasiswa.
Prof. Eko Prasetyo S.Kom. M.Sc. Ph.D.	Web Development, Internet of Things, Cloud Computing, Blockchain Technology.	Jadwal Bimbingan: Senin 13.00 - 15.00  Kamis 09.00 - 11.00	Prof. Eko sangat berorientasi pada hasil dan selalu mendorong mahasiswa untuk mencapai target penelitian mereka. Beliau sering memberikan feedback konstruktif dan membantu mahasiswa dalam merencanakan langkah-langkah penelitian mereka. Beliau juga sangat mendukung penggunaan teknologi terbaru dalam penelitian.
Ir. Resmana Lim M.Eng.	Electrical Engineering, Internet of Things, Computer Architecture, Computer Theory	Jadwal Bimbingan: Senin 13.00 - 15.00  Kamis 09.00 - 11.00	 



Informasi publikasi dosen

Nama Dosen	Judul Paper	Abstrak/Preview	Jenis	Tahun	Tag
	Development of an android document management	Many previous researches shown the percentage of population using mobile technologies was increasing constantly, included in Indonesia. This growth apparently also supported by Android penetration as an Operating System and the easier of internet access. Mobile phone has become the main device in daily life, included in business activities. People increasingly need a mobile phone as gadget for storing various documents. This research is designed to address the document management application in Android. Application help to organize, retrieve and modify document contents. With this Android application, users can use it to store documents and can combine several documents as desired. This application works based on HTML format file. Therefore, the original files are converted to html format	Journal	2019	
	Pembuatan Program Absensi Sidik Jari untuk Bagian Pergudangan PT. Puji Surya Indah	"Produktivitas karyawan dapat mempengaruhi kinerja sebuah perusahaan, sehingga hal tersebut harus diperhatikan & dijaga. Salah satu cara untuk menjaga produktivitas karyawan adalah memantau kinerja para karyawan melalui absensi mereka. Tetapi, dibutuhkan juga alat yang tepat untuk mencegah pemalsuan input data absensi oleh karyawan. Sebagai contoh, bila menggunakan mesin timestamp, karyawan perusahaan dapat memalsukan data absensinya dengan menitip kartu absensi (untuk distempel) kepada rekannya.
Oleh karena itu, sebuah program absensi yang dibantu dengan menggunakan mesin sidik jari, akan dirancang untuk membantu perusahaan dalam menjaga produktivitas para karyawan perusahaan Puji Surya Indah. Program absensi ini terdiri dari user interface, yang akan dibuat dengan menggunakan Visual Studio 2017, dengan bahasa pemrograman Visual Basic. Selain itu, juga didirikan database untuk menyimpan data karyawan, user, dan laporan absensi dan gaji, dengan menggunakan phpMyAdmin, yang menggunakan bahasa pemrograman MySQL"	Journal		
	Aplikasi Android Untuk Backup dan Sinkronisasi File Menggunakan Amazon Web Services Simple Storage Service	Teknologi cloud storage merupakan solusi dari local storage yang membutuhkan waktu maintenance tinggi dari pihak pengguna. Amazon Web Service (AWS) menyediakan storage yang dapat dimanfaatkan untuk membackup data, namun untuk menggunakan fitur S3 pengguna harus mengakses lewat web browser. Solusi untuk mempermudah penggunaan S3 yaitu memanfaatkan aplikasi mobile yang dapat mengautomasikan proses backup dan restore data.	Journal		cloud storage, backup & restore, file synchronization, Amazon Web Services, Simple Storage Service
	Implementasi Container Kubernetes untuk Mendukung Scalability	Increasingly advanced technological developments have caused many demands on the client-server to carry out their duties. Existing server capabilities of access that comes from the client. The ability of the server to exceed the limit will experience overload so that many of the adverse effects that will be caused include a decrease in the speed of access even causing a server down.	Journal		Kubernetes, Container, Scalability
	Analisis Perbandingan Kinerja Algoritma Load Balancer NGINX pada Studi Kasus PRS	Semakin berkembangnya teknologi tentu menimbulkan masalah yang baru, dimana aktivitas client akan semakin banyak untuk mengakses server yang ada. Salah satu contoh yaitu aktivitas Pendaftaran Rencana Studi Online pada Universitas Kristen Petra. Dimana kebanyakan mahasiswa melakukan login secara bersamaan ke dalam sistem PRS yang mengakibatkan akses terhadap server menjadi penuh.	Journal		
	Aplikasi Pengelola Tamu Wedding berbasis Mobile Android	In a wedding there must be guests who have been invited by the person who has the wedding event. It is clear that the presence of the guest is very important because it supports in enlivening the wedding. Of course, guests who have been invited by the bride and groom are guests who are highly expected to attend the wedding. When we invite guests to attend a wedding, it is necessary to share the invitation to let them know that they will be invited to attend the wedding.	Journal		Aplikasi, Pernikahan, Android
	Implementasi Indikator Pendeteksi Stophunt Pada Pasar Mata Uang Dengan Menggunakan Expert Advisor	Aktivitas trading pada valuta asing merupakan salah satu bisnis yang menjanjikan keuntungan yang besar dan kebebasan bagi pelaku bisnisnya tanpa perlu menyediakan modal besar atau menyiapkan kantor fisik. Namun mayoritas pelaku bisnis berakhir merugi karena terdapat manipulasi pasar yang terjadi tanpa sepengetahuan para trader awam. Untuk itu perlu dibentuk suatu sistem trading, indicator & expert advisor yang mampu mengikuti pergerakan manipulasi pasar.	Journal		market structure, market maker, expert advisor, indicator
	Sistem Pakar Rekomendasi Produk Makeup Berbasis Web dengan Metode Forward Chaining	Seiring dengan berjalannya waktu, semakin banyak merk-merk dari makeup yang bermunculan. Dari merk tersebut, mengeluarkan banyak sekali jenis-jenis produk-produk makeup yang kegunaannya mendekati sama. Karena banyaknya produk makeup yang baru, maka sering kali pembeli kesulitan untuk menentukan membeli produk yang sesuai dengan kondisi kulit yang dimilikinya. Dalam membantu pemilihan produk makeup yang sesuai, maka diperlukan sistem pakar rekomendasi produk makeup dengan memberikan pertanyaan-pertanyaan yang mudah dimengerti oleh pembeli dan pembeli akan mendapatkan rekomendasi produk makeup yang sesuai. Sistem pakar rekomendasi produk makeup menggunakan knowledge rule based yang menggunakan seorang pakar sebagai dasar pengetahuan untuk menentukan rule. Dalam mengolah informasi yang telah diberikan oleh user, digunakan metode forward chaining dengan mencokkan fakta yang ada menuju pada kesimpulan yang dihasilkan dari fakta tersebut untuk menguji kebenaran hipotesis.	Journal		 forward chaining, makeup, sistem pakar, rekomendasi
	Implementasi Post-Boot Package Installation pada OpenStack untuk Image berbasis Linux	Teknologi Cloud Computing sekarang ini berkembang secara pesat, sehingga sudah banyak sekali perusahaan-perusahaan yang terjun menggunakan Teknologi Cloud Computing dengan model IaaS (Infrastructure as a Service). OpenStack merupakan salah satu framework Cloud yang sering kali digunakan untuk Implementasi Private Cloud. Namun, seringkali pengguna Cloud membuat Image Virtual Machine yang telah di-konfigurasi sesuai kebutuhan untuk berbagai server yang berbeda-beda sebagai template untuk dapat secara mudah di-deploy di kedepannya. Hal ini dapat menyebabkan pemborosan storage. Implementasi Automasi Installasi Package dapat mengurangi pemborosan storage, dengan cara hanya menyimpan 1 Virtual Machine Image kemudian melakukan installasi Package secara otomatis menggunakan fitur user-data pada cloud-init sesuai kebutuhan, maka pengguna Cloud tidak perlu lagi untuk melakukan install package secara manual kemudian menyimpan kembali hasil Image yang dilakukan installasi package tersebut. Hasil pengujian pada OpenStack dengan Single-Node deployment menunjukkan bahwa Implementasi ini dapat menghasilkan efisiensi storage dengan rata-rata sebesar 79% untuk Image Red Hat Enterprise Linux dan 81% untuk Image Ubuntu. Namun juga ada inefisiensi terhadap waktu dengan rata-rata sebesar 83% untuk Image Red Hat Enterprise Linux dan 71% untuk Image Ubuntu.	Journal		OpenStack, Cloud Computing, Virtual Machine, Automation, Installation, Package
	Optimization of Computer Resources Using OpenStack Private Cloud	"The rapid development of computer technology and applications has caused the increasing need for computer use in an organization. The performance of personal computers has increased rapidly, but they cannot be utilized properly. Therefore, personal computers can be used together to perform parallel processing, in order to shorten data processing time. This paper discusses Private cloud, which could be utilized as an alternative solution to provide cloud services to organizations that are in the same network. The service provided was Infrastructure as a Service (IaaS), where users can request certain types of services and use certain operating systems.
Most universities have many computers in the laboratory that have considerable resources for a superb processing potential if they optimized properly"	Journal		Computer Resources, IaaS, OpenStack, Private Cloud
	Sistem Pengontrol Penyiraman Tanaman dengan Menggunakan Arduino	Tanaman merupakan dekorasi yang umum dipakai untuk segala jenis tempat. Dari tempat komersil seperti hotel, restoran, butik pakaian, hingga ke tempat non-komersil yaitu rumah tempat tinggal. Kebutuhan akan tanaman tidak akan berkesudahan dan bukan sebuah tren yang akan hilang. Maka dari itu, perawatan akan tanaman juga akan selalu dibutuhkan untuk konsumen dan produsen tanaman. Perawatan tanaman bisa menjadi hal yang merepotkan, terutama tanaman anggrek. Perawatan tanaman yang sangat umum sampai saat ini adalah mengandalkan sumber daya manusia. Dalam penelitian lain, ada yang sudah menggunakan Arduino akan tetapi tidak dapat dikontrol secara mobile.	Journal		Arduino, Blynk, Tanaman
	Analisis Perbandingan Kinerja Protokol NFS dan iSCSI pada Teknologi OpenStack Cinder	Istilah cloud computing sudah biasa digunakan pada hari-hari ini. Penggunaan cloud computing kini sudah menyebar di seluruh dunia dan digunakan oleh banyak perusahaan. Karena penggunaannya yang semakin besar, muncullah kebutuhan akan cloud storage. Cloud storage tidak hanya memanfaatkan sumber daya dengan lebih efektif dan efisien, namun juga dapat mempermudah dalam penggunaan virtual machine. Ada beberapa protokol alternatif yang dapat diimplementasikan untuk cloud storage, dimana masing-masing protokol tersebut memiliki kelebihannya sendiri, sehingga skripsi ini bertujuan untuk menentukan protokol alternatif yang paling baik untuk diimplementasikan pada OpenStack cinder dalam pemanfaatan cloud storage.	Journal		Cloud computing, OpenStack, OpenStack cinder, persistent storage, Infrastructure as a Service, NFS, iSCSI
	Aplikasi Mobile Untuk Sistem Presensi Dosen dan Karyawan Universitas Kristen Petra	"Dalam menjalankan kegiatan sehari-hari, pegawai perlu untuk melakukan presensi, yang merupakan salah satu syarat untuk proses perhitungan gaji. Presensi adalah tingkat kehadiran pegawai yang berkenaan dengan tanggung jawab. Setiap dosen tetap dan karyawan tetap Universitas Kristen Petra selalu melakukan presensi saat masuk dan saat pulang. Pada pencatatan presensi kehadiran banyak sekali ditemukan sebagian data kehadiran yang kosong (tidak terekam) atau kembar pada saat proses rekapitulasi di akhir periode. Hal tersebut terjadi karena pegawai ada yang lupa, merasa sudah melakukan presensi, atau tidak yakin apakah data presensinya sudah terekam atau belum. Sehingga pegawai melakukan presensi kembali untuk memastikan bahwa data kehadirannya terekam. Saat ini untuk melakukan proses pengecekkan data presensi, pegawai harus masuk melalui protal sim. petra. ac. id terlebih dahulu. Kemudian setiap kali masuk, pegawai perlu melakukan pengisian username dan password untuk proses login. Hal tersebut merupakan hal yang dirasa kurang praktis dan efisien. Karena hanya untuk melakukan pengecekkan presensi kehadiran setiap harinya, pegawai perlu masuk ke portal dan login terlebih dahulu.
Dengan dibuatnya aplikasi mobile, maka dapat membuat proses pengecekkan lebih praktis dan efisien. Pegawai hanya perlu melakukan login diawal saat pertama kali mengunduh aplikasi. Pada aplikasi juga terdapat grafik dari perhitungan presensi dalam selang waktu satu minggu"	Journal		Presensi, Android, Firebase Cloud Messaging, Perhitungan Presensi
	Implementasi pembuatan distro linux untuk keperluan laboratorium informatika	Sebagai mahasiswa jurusan informatika materi yang akan dipelajari oleh mahasiswa sebagian besar akan dilaksanakan di laboratorium untuk keperluan praktek atau uji coba. Untuk mengakomodasi hal tersebut pihak universitas harus menginstall berbagai macam software yang berhubungan dengan materi yang akan diajarkan kepada mahasiswa. Hal tersebut memakan cukup banyak waktu dan tidak praktis karena semua software yang akan digunakan harus di install secara manual satu per satu. Untuk mengatasi masalah inilah maka distro linux khusus untuk keperluan laboratorium informatika diperlukan.	Journal		Open Source, Linux, Distribusi, Remastering
	Perancangan dan Pembuatan Automatic Pet Feeder Menggunakan Arduino dan Mobile Apps	Penelitian ini dilakukan untuk memudahkan pemilik hewan peliharaan khususnya anjing untuk memberi makan hewan peliharaannya walaupun berada di tempat yang berbeda. Hal inilah yang memicu adanya pembuatan aplikasi mobile berbasis android untuk mengontrol alat makan tersebut yang telah dilengkapi oleh arduino beserta komponennya agar dapat melakukan automatisasi pemberian makanan. Pemakaian aplikasinya sederhana, cukup memasukkan hari, waktu, dan porsi yang diinginkan dalam menu di aplikasi dan pencet tombol simpan, maka data akan tersimpan di database dan akan dibaca oleh arduino. Ketika waktu arduino sama dengan waktu tersimpan di database, maka makanan akan otomatis keluar. Tetapi makanan yang keluar terkadang tidak sesuai dengan porsi yang kita inputkan karena adanya factor tertentu yang mempengaruhi hal tersebut.	Journal		Pet Feeder, Arduino, and Android Application
	Streaming Media Implementation in Moodle-Based E-Leaming Application	Teaching and learning processes develop over time, and the technology behind it are growing too fast, which makes the process of learning with online media (or often referred to as e-learning). This phenomenon is interesting to examine because some e-learning systems that exist today are not yet fully secure, in the sense that it is still easy to disseminate without any copyright and they are not used wisely. The purpose of this research is to produce an application that can be used as a media for e-learning of streaming audio and video without storing the file on local cache device so that the file residing in e-learning media cannot disseminated. As a research methodology using deductive qualitative method, data collective process done by literature study, interview and observation	Konferensi	2018	Darwin Streaming Server, e-learning, Moodle 
